"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S14","SAF",NA,"Fri, 26 Feb 2010","3","Stormers v Brumbies","17-19","1:1","1-4","Cape Town","19:10","-12"
"S14","NZL",NA,"Fri, 26 Feb 2010","3","Crusaders v Sharks","35-6","4:0","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sat, 20 Feb 2010","2","Stormers v Waratahs","27-6","3:0","4-0","Cape Town","19:10","13+"
"S14","SAF",NA,"Sat, 20 Feb 2010","2","Bulls v Brumbies","50-32","5:3","5-0","Pretoria","17:05","13+"
"S14","NZL",NA,"Sat, 20 Feb 2010","2","Hurricanes v Force","47-22","7:3","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Fri, 19 Feb 2010","2","Lions v Chiefs","65-72","9:9","2-5","Johannesburg","20:00","-12"
"S14","SAF",NA,"Fri, 19 Feb 2010","2","Sharks v Cheetahs","20-25","1:1","1-4","Durban","18:00","-12"
"S14","AUS",NA,"Fri, 19 Feb 2010","2","Reds v Crusaders","41-20","4:2","5-0","Brisbane","19:45","13+"
"S14","NZL",NA,"Fri, 19 Feb 2010","2","Highlanders v Blues","15-19","2:3","1-4","Dunedin","19:35","-12"
"S14","SAF",NA,"Sat, 13 Feb 2010","1","Lions v Stormers","13-26","1:2","0-4","Johannesburg","17:05","13+"
"S14","SAF",NA,"Sat, 13 Feb 2010","1","Sharks v Chiefs","18-19","0:1","1-4","Durban","19:10","-12"
"S14","AUS",NA,"Sat, 13 Feb 2010","1","Reds v Waratahs","28-30","3:2","1-4","Brisbane","18:40","-12"
"S14","NZL",NA,"Sat, 13 Feb 2010","1","Crusaders v Highlanders","32-17","4:2","5-0","Christchurch","19:35","13+"
"S14","AUS",NA,"Fri, 12 Feb 2010","1","Force v Brumbies","15-24","0:3","0-4","Perth","19:05","-12"
"S14","SAF",NA,"Fri, 12 Feb 2010","1","Cheetahs v Bulls","34-51","3:6","0-5","Bloemfontein","19:10","13+"
"S14","NZL",NA,"Fri, 12 Feb 2010","1","Blues v Hurricanes","20-34","2:1","0-4","Auckland","19:35","13+"
"S15","AUS","International","Sat, 09 Jul 2011","Final","Reds v Crusaders","18-13","2:1","4-1","Brisbane","19:30","-12"
"S15","SAF","International","Sat, 02 Jul 2011","Semi","Stormers v Crusaders","10-29","1:2","0-4","Cape Town","15:05","13+"
"S15","AUS","International","Sat, 02 Jul 2011","Semi","Reds v Blues","30-13","4:1","5-0","Brisbane","19:35","13+"
"S15","NZL","International","Sat, 25 Jun 2011","Elim","Crusaders v Sharks","36-8","3:1","4-0","Nelson","19:35","13+"
"S15","NZL","International","Fri, 24 Jun 2011","Elim","Blues v Waratahs","26-13","2:2","4-0","Auckland","19:35","13+"
"S15","SAF","Conference","Sat, 18 Jun 2011","18","Cheetahs v Stormers","34-44","4:4","1-5","Bloemfontein","19:10","-12"
"S15","SAF","Conference","Sat, 18 Jun 2011","18","Bulls v Sharks","23-26","2:2","1-4","Pretoria","17:05","-12"
"S15","AUS","Conference","Sat, 18 Jun 2011","18","Waratahs v Brumbies","41-7","5:1","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 18 Jun 2011","18","Crusaders v Hurricanes","16-9","1:0","4-1","Wellington","19:35","-12"
"S15","NZL","International","Sat, 18 Jun 2011","18","Chiefs v Reds","11-19","1:1","0-4","Hamilton","17:30","-12"
"S15","AUS","Conference","Fri, 17 Jun 2011","18","Rebels v Force","24-27","2:2","1-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 17 Jun 2011","18","Blues v Highlanders","33-16","3:2","4-0","Auckland","19:35","13+"
"S15","AUS","Conference","Sat, 11 Jun 2011","17","Force v Reds","21-24","3:3","1-4","Perth","20:05","-12"
"S15","SAF","Conference","Sat, 11 Jun 2011","17","Lions v Sharks","30-30","3:3","2-2","Johannesburg","16:05","0"
"S15","SAF","Conference","Sat, 11 Jun 2011","17","Stormers v Bulls","16-19","1:1","1-4","Cape Town","18:10","-12"
"S15","AUS","International","Sat, 11 Jun 2011","17","Waratahs v Highlanders","33-7","5:1","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 11 Jun 2011","17","Crusaders v Blues","23-16","3:2","4-1","Timaru","19:35","-12"
"S15","AUS","Conference","Fri, 10 Jun 2011","17","Brumbies v Rebels","32-17","5:2","5-0","Canberra","19:40","13+"
"S15","NZL","Conference","Fri, 10 Jun 2011","17","Chiefs v Hurricanes","18-18","2:2","2-2","Hamilton","19:35","0"
"S15","SAF","Conference","Sat, 04 Jun 2011","16","Cheetahs v Sharks","18-23","2:2","1-4","Bloemfontein","17:05","-12"
"S15","AUS","Conference","Sat, 04 Jun 2011","16","Reds v Brumbies","14-22","1:1","0-4","Brisbane","19:40","-12"
"S15","NZL","International","Sat, 04 Jun 2011","16","Hurricanes v Lions","38-27","4:3","5-0","Wellington","17:30","-12"
"S15","NZL","Conference","Sat, 04 Jun 2011","16","Blues v Chiefs","11-16","1:1","1-4","Auckland","19:35","-12"
"S15","AUS","International","Fri, 03 Jun 2011","16","Rebels v Stormers","3-40","0:5","0-5","Melbourne","19:40","13+"
"S15","SAF","International","Fri, 03 Jun 2011","16","Bulls v Waratahs","23-17","2:1","4-1","Pretoria","19:10","-12"
"S15","NZL","International","Fri, 03 Jun 2011","16","Highlanders v Force","14-21","1:2","1-4","Dunedin","19:35","-12"
"S15","AUS","International","Sun, 29 May 2011","15","Reds v Crusaders","17-16","2:1","4-1","Brisbane","16:10","-12"
"S15","SAF","International","Sat, 28 May 2011","15","Sharks v Waratahs","26-21","2:2","4-1","Durban","17:05","-12"
"S15","SAF","Conference","Sat, 28 May 2011","15","Bulls v Cheetahs","32-21","4:3","5-0","Pretoria","19:10","-12"
"S15","AUS","International","Sat, 28 May 2011","15","Brumbies v Stormers","3-16","0:1","0-4","Canberra","19:40","13+"
"S15","NZL","International","Sat, 28 May 2011","15","Highlanders v Lions","22-26","1:2","1-4","Dunedin","19:35","-12"
"S15","NZL","International","Fri, 27 May 2011","15","Hurricanes v Force","34-28","4:3","5-1","Palmerston North","19:35","-12"
"S15","AUS","Conference","Sat, 21 May 2011","14","Force v Brumbies","13-13","1:1","2-2","Perth","20:05","0"
"S15","SAF","International","Sat, 21 May 2011","14","Cheetahs v Rebels","41-21","5:3","5-0","Bloemfontein","17:05","13+"
"S15","SAF","Conference","Sat, 21 May 2011","14","Sharks v Bulls","23-32","2:2","0-4","Durban","19:10","-12"
"S15","AUS","International","Sat, 21 May 2011","14","Waratahs v Lions","29-12","5:2","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 21 May 2011","14","Crusaders v Chiefs","25-19","1:1","4-1","Napier","19:35","-12"
"S15","NZL","International","Fri, 20 May 2011","14","Blues v Stormers","26-28","2:3","1-4","Auckland","19:35","-12"
"S15","SAF","International","Sat, 14 May 2011","13","Cheetahs v Crusaders","33-20","3:2","4-0","Bloemfontein","19:10","13+"
"S15","SAF","International","Sat, 14 May 2011","13","Bulls v Rebels","47-10","7:1","5-0","Pretoria","17:05","13+"
"S15","AUS","International","Sat, 14 May 2011","13","Brumbies v Lions","20-29","2:4","0-5","Canberra","19:40","-12"
"S15","NZL","International","Sat, 14 May 2011","13","Chiefs v Stormers","30-23","3:2","4-1","Hamilton","19:35","-12"
"S15","AUS","International","Fri, 13 May 2011","13","Reds v Blues","37-31","4:4","5-2","Brisbane","19:40","-12"
"S15","NZL","Conference","Fri, 13 May 2011","13","Highlanders v Hurricanes","13-6","1:0","4-1","Invercargill","19:35","-12"
"S15","SAF","International","Sat, 07 May 2011","12","Stormers v Crusaders","14-20","1:2","1-4","Cape Town","17:05","-12"
"S15","SAF","International","Sat, 07 May 2011","12","Sharks v Brumbies","34-16","4:1","5-0","Durban","19:10","13+"
"S15","AUS","Conference","Sat, 07 May 2011","12","Waratahs v Force","20-15","2:0","4-1","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 07 May 2011","12","Chiefs v Highlanders","20-7","2:1","4-0","Hamilton","19:35","13+"
"S15","AUS","Conference","Fri, 06 May 2011","12","Rebels v Reds","18-33","3:4","0-5","Melbourne","19:40","13+"
"S15","SAF","Conference","Fri, 06 May 2011","12","Lions v Cheetahs","19-53","3:5","0-5","Johannesburg","19:10","13+"
"S15","NZL","Conference","Fri, 06 May 2011","12","Hurricanes v Blues","11-17","1:1","1-4","Wellington","19:35","-12"
"S15","AUS","International","Sat, 30 Apr 2011","11","Force v Crusaders","30-42","2:5","0-5","Perth","20:05","-12"
"S15","SAF","Conference","Sat, 30 Apr 2011","11","Stormers v Sharks","32-12","4:0","5-0","Cape Town","19:10","13+"
"S15","SAF","International","Sat, 30 Apr 2011","11","Bulls v Chiefs","43-27","4:3","5-0","Pretoria","17:05","13+"
"S15","AUS","Conference","Sat, 30 Apr 2011","11","Waratahs v Rebels","28-9","3:0","4-0","Sydney","19:40","13+"
"S15","NZL","International","Sat, 30 Apr 2011","11","Hurricanes v Reds","28-26","4:3","5-1","Wellington","19:35","-12"
"S15","SAF","International","Fri, 29 Apr 2011","11","Cheetahs v Brumbies","47-36","4:5","5-1","Bloemfontein","15:00","-12"
"S15","NZL","Conference","Fri, 29 Apr 2011","11","Highlanders v Blues","10-15","1:0","1-4","Dunedin","19:35","-12"
"S15","AUS","International","Sat, 23 Apr 2011","10","Force v Bulls","26-21","1:2","4-1","Perth","20:05","-12"
"S15","SAF","International","Sat, 23 Apr 2011","10","Lions v Chiefs","30-34","3:5","1-5","Johannesburg","19:10","-12"
"S15","SAF","International","Sat, 23 Apr 2011","10","Sharks v Hurricanes","40-24","5:2","5-0","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 23 Apr 2011","10","Reds v Waratahs","19-15","1:0","4-1","Brisbane","19:40","-12"
"S15","NZL","Conference","Sat, 23 Apr 2011","10","Crusaders v Highlanders","18-26","2:3","0-4","Nelson","19:35","-12"
"S15","NZL","International","Fri, 22 Apr 2011","10","Blues v Rebels","40-23","6:2","5-0","North Harbour","19:35","13+"
"S15","AUS","Conference","Sun, 17 Apr 2011","9","Brumbies v Force","19-27","1:3","0-4","Canberra","16:10","-12"
"S15","SAF","International","Sat, 16 Apr 2011","9","Cheetahs v Hurricanes","47-50","5:6","2-5","Bloemfontein","19:10","-12"
"S15","SAF","Conference","Sat, 16 Apr 2011","9","Lions v Stormers","19-33","1:3","0-4","Johannesburg","17:05","13+"
"S15","AUS","International","Sat, 16 Apr 2011","9","Reds v Bulls","39-30","6:3","5-0","Brisbane","19:40","-12"
"S15","NZL","International","Sat, 16 Apr 2011","9","Blues v Waratahs","31-17","5:3","5-0","Auckland","19:35","13+"
"S15","AUS","International","Fri, 15 Apr 2011","9","Rebels v Highlanders","18-40","2:6","0-5","Melbourne","19:40","13+"
"S15","NZL","Conference","Fri, 15 Apr 2011","9","Chiefs v Crusaders","16-34","1:4","0-5","Tauranga","19:35","13+"
"S15","AUS","Conference","Sat, 09 Apr 2011","8","Force v Waratahs","3-31","0:4","0-5","Perth","20:05","13+"
"S15","SAF","International","Sat, 09 Apr 2011","8","Stormers v Reds","6-19","0:1","0-4","Cape Town","17:05","13+"
"S15","SAF","Conference","Sat, 09 Apr 2011","8","Sharks v Lions","27-3","4:0","5-0","Durban","19:10","13+"
"S15","AUS","International","Sat, 09 Apr 2011","8","Brumbies v Hurricanes","17-16","1:1","4-1","Canberra","19:40","-12"
"S15","NZL","International","Sat, 09 Apr 2011","8","Crusaders v Bulls","27-0","3:0","4-0","Timaru","19:35","13+"
"S15","NZL","International","Fri, 08 Apr 2011","8","Highlanders v Cheetahs","24-21","3:3","4-1","Dunedin","19:35","-12"
"S15","AUS","Conference","Sat, 02 Apr 2011","7","Force v Rebels","25-26","3:3","1-4","Perth","19:05","-12"
"S15","SAF","International","Sat, 02 Apr 2011","7","Lions v Reds","25-30","2:3","1-4","Johannesburg","15:00","-12"
"S15","SAF","Conference","Sat, 02 Apr 2011","7","Sharks v Stormers","6-16","0:1","0-4","Durban","17:05","-12"
"S15","NZL","International","Sat, 02 Apr 2011","7","Hurricanes v Bulls","14-26","1:1","0-4","Napier","19:35","-12"
"S15","NZL","International","Sat, 02 Apr 2011","7","Blues v Cheetahs","29-22","4:3","5-1","Auckland","17:30","-12"
"S15","AUS","International","Fri, 01 Apr 2011","7","Waratahs v Chiefs","23-16","2:1","4-1","Sydney","19:40","-12"
"S15","NZL","International","Fri, 01 Apr 2011","7","Highlanders v Brumbies","26-20","3:3","4-1","Invercargill","19:35","-12"
"S15","NZL","International","Sun, 27 Mar 2011","6","Crusaders v Sharks","44-28","5:4","5-1","Twickenham","16:00","13+"
"S15","SAF","International","Sat, 26 Mar 2011","6","Stormers v Force","51-16","6:1","5-0","Cape Town","15:00","13+"
"S15","SAF","Conference","Sat, 26 Mar 2011","6","Bulls v Lions","30-23","3:2","4-1","Pretoria","17:05","-12"
"S15","AUS","International","Sat, 26 Mar 2011","6","Reds v Cheetahs","41-8","6:1","5-0","Brisbane","14:40","13+"
"S15","AUS","Conference","Sat, 26 Mar 2011","6","Brumbies v Waratahs","22-29","1:2","1-4","Canberra","19:40","-12"
"S15","NZL","Conference","Sat, 26 Mar 2011","6","Chiefs v Blues","13-16","2:1","1-4","Hamilton","19:35","-12"
"S15","AUS","International","Fri, 25 Mar 2011","6","Rebels v Hurricanes","42-25","6:4","5-1","Melbourne","19:40","13+"
"S15","SAF","International","Sat, 19 Mar 2011","5","Lions v Force","15-27","0:2","0-4","Johannesburg","17:05","-12"
"S15","SAF","Conference","Sat, 19 Mar 2011","5","Bulls v Stormers","13-23","1:1","0-4","Pretoria","19:10","-12"
"S15","AUS","International","Sat, 19 Mar 2011","5","Waratahs v Cheetahs","3-23","0:2","0-4","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 19 Mar 2011","5","Highlanders v Crusaders","13-44","1:6","0-5","Dunedin","17:30","13+"
"S15","NZL","Conference","Sat, 19 Mar 2011","5","Blues v Hurricanes","41-17","5:1","5-0","Auckland","19:35","13+"
"S15","AUS","Conference","Fri, 18 Mar 2011","5","Reds v Rebels","53-3","7:0","5-0","Brisbane","19:40","13+"
"S15","NZL","International","Fri, 18 Mar 2011","5","Chiefs v Sharks","15-9","0:0","4-1","Hamilton","19:35","-12"
"S15","AUS","International","Sat, 12 Mar 2011","4","Force v Blues","22-22","1:1","2-2","Perth","19:05","0"
"S15","SAF","Conference","Sat, 12 Mar 2011","4","Cheetahs v Lions","20-25","1:2","1-4","Bloemfontein","17:05","-12"
"S15","NZL","Conference","Sat, 12 Mar 2011","4","Hurricanes v Chiefs","29-26","2:3","4-1","Wellington","19:35","-12"
"S15","AUS","International","Fri, 11 Mar 2011","4","Rebels v Sharks","32-34","4:4","2-5","Melbourne","19:40","-12"
"S15","SAF","International","Fri, 11 Mar 2011","4","Stormers v Highlanders","18-6","0:0","4-0","Cape Town","19:10","-12"
"S15","NZL","International","Fri, 11 Mar 2011","4","Crusaders v Brumbies","52-10","6:1","5-0","Nelson","19:35","13+"
"S15","AUS","International","Sat, 05 Mar 2011","3","Force v Sharks","12-39","0:5","0-5","Perth","19:05","13+"
"S15","SAF","Conference","Sat, 05 Mar 2011","3","Stormers v Cheetahs","21-15","0:0","4-1","Cape Town","17:05","-12"
"S15","SAF","International","Sat, 05 Mar 2011","3","Bulls v Highlanders","28-35","3:4","1-5","Pretoria","19:10","-12"
"S15","AUS","Conference","Sat, 05 Mar 2011","3","Brumbies v Reds","25-31","4:1","2-4","Canberra","19:40","-12"
"S15","NZL","International","Sat, 05 Mar 2011","3","Chiefs v Rebels","38-10","4:1","5-0","Hamilton","19:35","13+"
"S15","SAF","International","Fri, 04 Mar 2011","3","Lions v Blues","32-41","4:5","1-5","Johannesburg","19:10","-12"
"S15","NZL","International","Fri, 04 Mar 2011","3","Crusaders v Waratahs","33-18","3:3","4-0","Nelson","19:35","13+"
"S15","SAF","Conference","Sat, 26 Feb 2011","2","Stormers v Lions","19-16","1:2","4-1","Cape Town","19:10","-12"
"S15","SAF","International","Sat, 26 Feb 2011","2","Sharks v Blues","26-12","2:0","4-0","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 26 Feb 2011","2","Waratahs v Reds","30-6","4:0","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 26 Feb 2011","2","Hurricanes v Crusaders","0-0","0:0","2-2","Wellington","19:35","0"
"S15","AUS","Conference","Fri, 25 Feb 2011","2","Rebels v Brumbies","25-24","1:2","4-1","Melbourne","19:40","-12"
"S15","SAF","Conference","Fri, 25 Feb 2011","2","Cheetahs v Bulls","23-25","3:3","1-4","Bloemfontein","19:10","-12"
"S15","NZL","Conference","Fri, 25 Feb 2011","2","Highlanders v Chiefs","23-13","2:1","4-0","Dunedin","19:35","-12"
"S15","AUS","Conference","Sun, 20 Feb 2011","1","Reds v Force","21-20","2:1","4-1","Brisbane","16:40","-12"
"S15","SAF","Conference","Sat, 19 Feb 2011","1","Lions v Bulls","20-24","3:2","1-4","Johannesburg","19:10","-12"
"S15","SAF","Conference","Sat, 19 Feb 2011","1","Sharks v Cheetahs","24-9","2:0","4-0","Durban","17:05","13+"
"S15","AUS","International","Sat, 19 Feb 2011","1","Brumbies v Chiefs","28-20","3:3","4-0","Canberra","19:40","-12"
"S15","NZL","Conference","Sat, 19 Feb 2011","1","Blues v Crusaders","24-22","3:2","4-1","Auckland","19:35","-12"
"S15","AUS","Conference","Fri, 18 Feb 2011","1","Rebels v Waratahs","0-43","0:7","0-5","Melbourne","19:40","13+"
"S15","NZL","Conference","Fri, 18 Feb 2011","1","Hurricanes v Highlanders","9-14","0:1","1-4","Wellington","19:35","-12"
"S15","NZL","International","Sat, 04 Aug 2012","Final","Chiefs v Sharks","37-6","4:0","5-0","Hamilton","19:35","13+"
"S15","SAF","Conference","Sat, 28 Jul 2012","Semi","Stormers v Sharks","19-26","1:2","1-4","Cape Town","","-12"
"S15","NZL","Conference","Fri, 27 Jul 2012","Semi","Chiefs v Crusaders","20-17","2:1","4-1","Hamilton","19:35","-12"
"S15","AUS","International","Sat, 21 Jul 2012","Elim","Reds v Sharks","17-30","2:3","0-4","Brisbane","19:40","13+"
"S15","NZL","International","Sat, 21 Jul 2012","Elim","Crusaders v Bulls","28-13","1:2","4-0","Christchurch","19:35","13+"
"S15","SAF","International","Sat, 14 Jul 2012","18","Stormers v Rebels","26-21","2:3","4-1","Cape Town","15:00","-12"
"S15","SAF","Conference","Sat, 14 Jul 2012","18","Sharks v Cheetahs","34-15","4:0","5-0","Durban","17:05","13+"
"S15","SAF","Conference","Sat, 14 Jul 2012","18","Bulls v Lions","37-20","4:2","5-0","Pretoria","19:10","13+"
"S15","AUS","Conference","Sat, 14 Jul 2012","18","Reds v Waratahs","32-16","5:0","5-0","Brisbane","19:40","13+"
"S15","AUS","International","Sat, 14 Jul 2012","18","Brumbies v Blues","16-30","1:3","0-4","Canberra","15:30","13+"
"S15","NZL","International","Sat, 14 Jul 2012","18","Crusaders v Force","38-24","4:3","5-0","Christchurch","19:35","13+"
"S15","NZL","Conference","Fri, 13 Jul 2012","18","Hurricanes v Chiefs","28-25","3:3","4-1","Wellington","19:35","-12"
"S15","SAF","Conference","Sat, 07 Jul 2012","17","Cheetahs v Stormers","6-13","0:1","1-4","Bloemfontein","15:00","-12"
"S15","SAF","International","Sat, 07 Jul 2012","17","Lions v Rebels","37-32","4:4","5-2","Johannesburg","17:05","-12"
"S15","AUS","Conference","Sat, 07 Jul 2012","17","Waratahs v Brumbies","15-19","2:1","1-4","Sydney","19:40","-12"
"S15","NZL","International","Sat, 07 Jul 2012","17","Blues v Force","32-9","4:0","5-0","Auckland","19:35","13+"
"S15","SAF","Conference","Fri, 06 Jul 2012","17","Sharks v Bulls","32-10","4:1","5-0","Durban","19:10","13+"
"S15","AUS","International","Fri, 06 Jul 2012","17","Reds v Highlanders","19-13","1:2","4-1","Brisbane","19:40","-12"
"S15","NZL","Conference","Fri, 06 Jul 2012","17","Chiefs v Crusaders","21-28","2:3","1-4","Hamilton","19:35","-12"
"S15","AUS","Conference","Sat, 30 Jun 2012","16","Force v Brumbies","17-28","3:4","0-5","Perth","17:40","-12"
"S15","SAF","Conference","Sat, 30 Jun 2012","16","Stormers v Lions","27-17","3:2","4-0","Cape Town","17:05","-12"
"S15","SAF","Conference","Sat, 30 Jun 2012","16","Bulls v Cheetahs","40-24","6:4","5-1","Pretoria","19:10","13+"
"S15","NZL","Conference","Sat, 30 Jun 2012","16","Crusaders v Hurricanes","22-23","1:2","1-4","Christchurch","19:35","-12"
"S15","AUS","Conference","Fri, 29 Jun 2012","16","Rebels v Reds","17-32","2:4","0-5","Melbourne","19:40","13+"
"S15","NZL","Conference","Fri, 29 Jun 2012","16","Highlanders v Chiefs","21-27","2:2","1-4","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 02 Jun 2012","15","Lions v Sharks","38-28","4:3","5-0","Johannesburg","17:05","-12"
"S15","SAF","Conference","Sat, 02 Jun 2012","15","Bulls v Stormers","14-19","1:1","1-4","Pretoria","19:10","-12"
"S15","AUS","International","Sat, 02 Jun 2012","15","Waratahs v Hurricanes","12-33","0:4","0-5","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 02 Jun 2012","15","Blues v Chiefs","34-41","4:5","2-5","Auckland","19:35","-12"
"S15","AUS","Conference","Fri, 01 Jun 2012","15","Rebels v Brumbies","19-27","1:2","0-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 01 Jun 2012","15","Crusaders v Highlanders","51-18","7:2","5-0","Christchurch","19:35","13+"
"S15","AUS","International","Sat, 26 May 2012","14","Force v Lions","17-11","2:1","4-1","Perth","19:40","-12"
"S15","SAF","International","Sat, 26 May 2012","14","Cheetahs v Waratahs","35-34","5:4","5-2","Bloemfontein","17:05","-12"
"S15","SAF","Conference","Sat, 26 May 2012","14","Sharks v Stormers","25-20","3:2","4-1","Durban","19:10","-12"
"S15","AUS","Conference","Sat, 26 May 2012","14","Brumbies v Reds","12-13","0:1","1-4","Canberra","19:40","-12"
"S15","NZL","International","Sat, 26 May 2012","14","Hurricanes v Rebels","66-24","9:3","5-0","Wellington","17:30","13+"
"S15","NZL","Conference","Sat, 26 May 2012","14","Blues v Highlanders","20-27","2:4","1-5","Auckland","19:35","-12"
"S15","NZL","International","Fri, 25 May 2012","14","Chiefs v Bulls","28-22","3:1","4-1","Hamilton","19:35","-12"
"S15","AUS","Conference","Sun, 20 May 2012","13","Force v Rebels","31-32","3:4","1-5","Perth","14:35","-12"
"S15","SAF","Conference","Sat, 19 May 2012","13","Cheetahs v Sharks","20-34","1:4","0-5","Bloemfontein","17:05","13+"
"S15","SAF","International","Sat, 19 May 2012","13","Stormers v Waratahs","19-13","2:1","4-1","Cape Town","19:10","-12"
"S15","AUS","International","Sat, 19 May 2012","13","Reds v Lions","34-20","4:2","5-0","Brisbane","19:40","13+"
"S15","NZL","International","Sat, 19 May 2012","13","Highlanders v Bulls","16-11","1:1","4-1","Dunedin","17:30","-12"
"S15","NZL","Conference","Sat, 19 May 2012","13","Crusaders v Blues","59-12","9:2","5-0","Christchurch","19:35","13+"
"S15","NZL","International","Fri, 18 May 2012","13","Hurricanes v Brumbies","25-37","4:4","1-5","Wellington","19:35","-12"
"S15","AUS","International","Sun, 13 May 2012","12","Reds v Chiefs","42-27","5:4","5-1","Brisbane","16:10","13+"
"S15","AUS","International","Sat, 12 May 2012","12","Rebels v Crusaders","28-19","3:1","4-0","Melbourne","19:40","-12"
"S15","SAF","Conference","Sat, 12 May 2012","12","Stormers v Cheetahs","16-14","1:2","4-1","Cape Town","19:10","-12"
"S15","SAF","International","Sat, 12 May 2012","12","Sharks v Force","53-11","7:1","5-0","Durban","17:05","13+"
"S15","NZL","Conference","Sat, 12 May 2012","12","Highlanders v Hurricanes","20-26","2:2","1-4","Dunedin","19:35","-12"
"S15","AUS","International","Fri, 11 May 2012","12","Waratahs v Bulls","24-27","2:3","1-4","Sydney","19:40","-12"
"S15","NZL","International","Fri, 11 May 2012","12","Blues v Lions","25-3","3:0","4-0","Auckland","19:35","13+"
"S15","NZL","International","Sun, 06 May 2012","11","Crusaders v Reds","15-11","0:1","4-1","Christchurch","16:00","-12"
"S15","SAF","International","Sat, 05 May 2012","11","Cheetahs v Force","17-13","1:1","4-1","Bloemfontein","19:10","-12"
"S15","SAF","International","Sat, 05 May 2012","11","Sharks v Highlanders","28-16","1:1","4-0","Durban","17:05","-12"
